PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, ANT14
4-character ID, BRIP
Station name, Brimstone_Peak  
Begin Date, 2007-12-14
End Date, 2018-02-06
Release Date, 2021-02-16
Source file, BRIP.cwu.ant14.pos
Offset from source file, 0.69 mm North, -0.28 mm East, 7.46 mm Vertical
Reference position, -75.7956695856 North Latitude, 158.4691447392 East Longitude, 2110.89066 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2010-06-29,-0.30, 0.31, 13.87, 1.94, 1.45, 10.27, fanet,
2010-06-30,-0.33, 0.90, 20.70, 2.02, 1.49, 10.61, fanet,
2010-07-01,0.36, 1.11, 18.71, 1.96, 1.47, 10.32, fanet,
2010-07-02,-0.42, 0.63, 20.32, 1.92, 1.44, 10.16, fanet,
2010-07-03,-0.26, -0.32, 21.91, 1.98, 1.49, 10.46, fanet,
2010-07-04,0.27, -0.15, 18.53, 1.91, 1.43, 10.17, fanet,
2010-07-05,-0.26, -0.08, 13.75, 1.93, 1.45, 10.28, fanet,
2010-07-06,-0.28, 0.29, 20.15, 1.97, 1.48, 10.44, fanet,
2010-07-07,1.15, -0.48, 16.31, 1.93, 1.44, 10.3, fanet,
2010-07-08,-0.14, -0.04, 16.77, 1.95, 1.45, 10.2, fanet,
2010-07-09,0.36, -1.52, 15.60, 1.95, 1.46, 10.19, fanet,
2010-07-10,1.32, -0.10, 15.36, 1.91, 1.41, 10.07, fanet,
2010-07-11,1.94, 1.45, 20.07, 1.9, 1.42, 10.06, fanet,
2010-07-12,1.23, 1.18, 17.67, 1.93, 1.43, 10.22, fanet,
2010-07-13,1.94, 1.05, 25.26, 1.91, 1.41, 10.05, fanet,
2010-07-14,2.17, 0.97, 22.90, 1.93, 1.43, 10.12, fanet,
2010-07-15,0.66, -0.54, 16.47, 1.99, 1.48, 10.31, fanet,
2010-07-16,2.37, 0.69, 27.12, 1.98, 1.47, 10.43, fanet,
2010-07-17,1.66, 1.56, 24.58, 1.89, 1.4, 9.99, fanet,
2010-07-18,2.91, 3.59, 17.56, 1.91, 1.41, 10.12, fanet,
2010-07-19,3.23, 2.30, 27.35, 1.9, 1.41, 10.02, fanet,
2010-07-20,1.65, 0.12, 24.83, 1.89, 1.39, 9.94, fanet,
2010-07-21,0.87, -0.47, 25.31, 1.97, 1.45, 10.22, fanet,
2010-07-22,0.81, -0.39, 20.84, 1.91, 1.42, 10, fanet,
2010-07-23,2.94, 0.10, 23.54, 1.98, 1.46, 10.4, fanet,
2010-07-24,0.14, 0.90, 21.38, 1.95, 1.44, 10.31, fanet,
2010-07-25,-0.12, 0.71, 21.76, 1.91, 1.42, 10.02, fanet,
2010-07-26,0.22, -0.93, 16.95, 1.89, 1.41, 10.04, fanet,
2010-07-27,-0.61, -0.22, 14.12, 2.14, 1.62, 11.11, fanet,
2010-07-28,0.69, -1.04, 9.60, 1.91, 1.42, 10.1, fanet,
2010-07-29,-0.41, -0.40, 15.43, 2.02, 1.5, 10.76, fanet,
2010-07-30,0.64, -0.68, 15.68, 1.99, 1.49, 10.39, fanet,
2010-07-31,0.19, 0.19, 8.32, 1.94, 1.42, 10.15, fanet,
2010-08-01,1.33, 1.20, 12.52, 1.9, 1.43, 10.04, fanet,
2010-08-02,1.05, -0.11, 26.59, 1.95, 1.44, 10.23, fanet,
2010-08-03,1.13, -1.23, 28.92, 2.44, 1.89, 12.41, fanet,
2010-08-04,1.04, -0.10, 18.24, 2.33, 1.81, 11.54, fanet,
2010-08-05,1.51, 0.29, 9.33, 1.93, 1.43, 10.12, fanet,
2010-08-06,1.06, -0.13, 4.28, 1.95, 1.44, 10.4, fanet,
2010-08-07,1.15, 0.04, 6.44, 1.95, 1.44, 10.31, fanet,
2010-08-08,0.11, -0.67, 16.28, 1.95, 1.44, 10.31, fanet,
2010-08-09,1.19, 0.03, 24.55, 2.11, 1.56, 11.11, fanet,
2010-08-10,-0.77, -0.53, 22.91, 1.98, 1.49, 10.66, fanet,
2010-08-11,-0.48, -0.02, 20.67, 2.02, 1.54, 10.63, fanet,
2010-08-12,0.60, 0.44, 22.40, 1.9, 1.42, 10.09, fanet,
2010-08-13,1.70, 0.24, 22.81, 2.02, 1.48, 10.77, fanet,
2010-08-14,0.31, 0.44, 22.10, 2, 1.47, 10.5, fanet,
2010-08-15,1.89, -0.70, 13.46, 1.99, 1.5, 10.54, fanet,
2010-08-16,1.49, 0.42, 15.96, 1.99, 1.44, 10.46, fanet,
2010-08-17,1.58, 0.98, 14.31, 1.97, 1.46, 10.43, fanet,
2010-08-18,0.22, 0.63, 21.59, 1.98, 1.51, 10.5, fanet,
2010-08-19,2.53, 0.34, 20.89, 2.03, 1.53, 10.6, fanet,
2010-08-20,2.41, -1.76, 14.80, 1.95, 1.51, 10.33, fanet,
2010-08-21,1.82, -0.07, 17.30, 1.94, 1.51, 10.24, fanet,
2010-08-22,1.68, 0.23, 10.92, 1.94, 1.41, 10.21, fanet,
2010-08-23,0.46, -0.46, 10.71, 2.02, 1.53, 10.69, fanet,
2010-08-24,1.00, -0.61, 16.17, 2.17, 1.55, 11.43, fanet,
2010-08-25,1.08, -0.36, 9.75, 1.99, 1.5, 10.49, fanet,
2010-08-26,1.73, -0.21, 13.86, 1.95, 1.49, 10.29, fanet,
2010-08-27,1.07, -0.75, 11.78, 2.16, 1.61, 11.3, fanet,
2010-08-28,0.52, -0.33, 9.45, 2.05, 1.57, 10.73, fanet,
2010-08-29,3.09, 1.17, 17.39, 1.93, 1.4, 10.17, fanet,
2010-08-30,2.29, 0.56, 16.11, 1.93, 1.41, 10.18, fanet,
2010-08-31,4.24, 3.69, 20.63, 1.93, 1.41, 10.09, fanet,
2010-09-01,5.01, 2.89, 15.63, 2.01, 1.53, 10.51, fanet,
2010-09-02,1.37, 0.88, 21.15, 1.94, 1.44, 10.36, fanet,
2010-09-03,-0.28, 0.07, 19.30, 1.87, 1.37, 9.94, fanet,
2010-09-04,-0.58, 0.04, 11.02, 1.88, 1.39, 10.02, fanet,
2010-09-05,0.28, 0.71, 12.96, 2.03, 1.46, 10.48, fanet,
2010-09-06,1.66, 0.26, 23.32, 1.99, 1.53, 10.48, fanet,
2010-09-07,0.92, -0.23, 18.45, 2.06, 1.58, 10.95, fanet,
2010-09-08,2.12, 1.11, 21.81, 2.01, 1.5, 10.5, fanet,
2010-09-09,1.40, 1.15, 30.60, 2.02, 1.44, 10.5, fanet,
2010-09-10,0.92, 1.08, 11.00, 1.93, 1.43, 10.09, fanet,
2010-09-11,0.17, 0.12, 15.86, 1.98, 1.42, 10.39, fanet,
2010-09-12,-0.24, 0.27, 20.49, 2.03, 1.5, 10.71, fanet,
2010-09-13,0.56, 0.02, 16.12, 1.98, 1.5, 10.54, fanet,
2010-09-14,1.23, -1.01, 14.74, 2.07, 1.53, 10.74, fanet,
2010-09-15,0.57, -0.06, 8.13, 2, 1.43, 10.43, fanet,
2010-09-16,-0.53, -1.27, 7.10, 2.01, 1.45, 10.36, fanet,
2010-09-17,0.94, -0.51, 8.10, 2.18, 1.63, 11.48, fanet,
2010-09-18,0.29, 0.48, 10.06, 1.99, 1.5, 10.41, fanet,
2010-09-19,0.59, -0.25, 15.99, 1.9, 1.4, 10.08, fanet,
2010-09-20,0.40, 0.25, 17.31, 1.96, 1.45, 10.16, fanet,
2010-09-21,0.31, 0.40, 6.33, 2.05, 1.51, 10.58, fanet,
2010-09-22,0.50, 0.78, 3.91, 1.98, 1.47, 10.32, fanet,
2010-09-23,-0.45, -1.29, 7.06, 2.43, 1.81, 12.49, fanet,
2010-09-24,1.24, 0.32, 2.00, 2.34, 1.75, 12.7, fanet,
2010-09-25,0.83, 0.20, 10.41, 2, 1.48, 10.51, fanet,
2010-09-26,0.65, 1.05, -0.61, 2.2, 1.55, 11.57, fanet,
2010-09-27,-0.21, 0.77, 3.80, 2.21, 1.64, 11.49, fanet,
2010-09-28,0.34, -0.43, 3.72, 2.21, 1.59, 11.38, fanet,
2010-09-29,1.45, -0.27, 10.42, 2.13, 1.58, 10.79, fanet,
2010-09-30,1.71, 0.29, 17.45, 2.04, 1.52, 10.46, fanet,
2010-10-01,0.09, 0.06, 18.53, 2.02, 1.5, 10.55, fanet,
2010-10-02,0.26, -0.30, 14.17, 1.99, 1.47, 10.62, fanet,
2010-10-03,0.60, -0.45, 10.20, 2.03, 1.47, 10.42, fanet,
2010-10-04,-0.29, 1.47, 16.38, 2.1, 1.55, 10.9, fanet,
2010-10-05,0.99, 0.99, 5.71, 2.1, 1.57, 11.37, fanet,
2010-10-06,1.26, -0.65, 6.47, 2.05, 1.48, 10.79, fanet,
2010-10-07,1.54, 0.70, 4.26, 1.94, 1.4, 10.27, fanet,
2010-10-08,1.18, -0.55, 5.61, 2.02, 1.44, 10.43, fanet,
2010-10-09,0.31, -1.03, 8.71, 2.03, 1.52, 10.81, fanet,
2010-10-10,3.15, 0.04, 16.57, 2.13, 1.59, 11.08, fanet,
2010-10-11,0.93, 0.30, 22.05, 2.41, 1.85, 12.27, fanet,
2010-10-12,0.71, 0.27, 21.27, 1.98, 1.48, 10.57, fanet,
2010-10-13,0.84, 0.71, 11.20, 1.93, 1.4, 10.04, fanet,
2010-10-14,0.31, 0.03, 7.19, 1.95, 1.44, 10.23, fanet,
2010-10-15,1.17, -0.26, 9.47, 2.19, 1.65, 11.01, fanet,
2010-10-16,0.42, -1.18, 15.27, 2.06, 1.52, 10.56, fanet,
2010-10-17,0.62, -0.15, 15.30, 2.19, 1.61, 11.42, fanet,
2010-10-18,2.09, 0.43, 19.86, 2.11, 1.52, 10.82, fanet,
2010-10-19,1.70, -1.54, 21.41, 2.49, 1.72, 12.34, fanet,
2010-10-20,2.12, 0.24, 12.87, 2.29, 1.62, 11.5, fanet,
2010-10-21,1.25, 0.32, 13.56, 2, 1.48, 10.21, fanet,
2010-10-22,-0.17, 2.00, 16.62, 2.41, 1.71, 12.11, fanet,
2010-10-23,1.12, 2.19, 18.00, 2.59, 1.94, 13.24, fanet,
2010-10-24,0.57, 1.30, 14.51, 2.13, 1.49, 10.99, fanet,
2010-10-25,0.87, -0.48, 16.30, 2.4, 1.7, 11.87, fanet,
2010-10-26,1.54, 0.94, 15.37, 2.31, 1.68, 11.92, fanet,
2010-10-27,2.17, 0.92, 19.29, 2.11, 1.51, 10.63, fanet,
2010-10-28,3.18, 2.28, 19.22, 2.06, 1.5, 10.69, fanet,
2010-10-29,0.90, 1.89, 15.52, 2.01, 1.44, 10.48, fanet,
2010-10-30,0.36, -0.30, 14.21, 2.04, 1.44, 10.63, fanet,
2010-10-31,1.97, 0.54, 15.74, 2.24, 1.62, 11.37, fanet,
2010-11-01,-1.17, 0.21, 7.13, 2.12, 1.54, 11.02, fanet,
2010-11-02,-0.32, -0.15, 6.77, 1.97, 1.43, 10.34, fanet,
2010-11-03,-0.53, 0.37, 1.04, 2.03, 1.49, 10.75, fanet,
2010-11-04,0.02, -0.68, -1.83, 2.01, 1.46, 10.4, fanet,
2010-11-05,0.14, 1.33, -5.34, 2.04, 1.48, 10.63, fanet,
2010-11-06,0.56, 0.36, -0.74, 1.96, 1.42, 10.44, fanet,
2010-11-07,-0.01, -0.25, 4.48, 1.94, 1.44, 10.25, fanet,
2010-11-08,-0.47, 0.01, 4.69, 2.03, 1.5, 10.28, fanet,
2010-11-09,0.79, -0.78, 2.39, 2.03, 1.43, 10.34, fanet,
2010-11-10,1.19, -1.21, 7.97, 2.14, 1.54, 10.96, fanet,
2010-11-11,0.41, -0.95, 5.43, 2.42, 1.81, 12.17, fanet,
2010-11-12,0.03, -0.40, 4.64, 2.39, 1.71, 12.34, fanet,
2010-11-13,0.87, 1.12, 10.81, 2.41, 1.88, 12.56, fanet,
2010-11-14,-1.27, -0.56, 11.46, 2.7, 2.04, 13.57, fanet,
2010-11-15,0.20, 0.39, 17.81, 2.22, 1.59, 11.42, fanet,
2010-11-16,0.91, 0.09, 10.34, 2.3, 1.62, 11.81, fanet,
2010-11-17,0.77, -0.39, 3.23, 2.36, 1.67, 11.97, fanet,
2010-11-18,1.82, -1.31, 1.45, 2.52, 1.8, 12.7, fanet,
2010-11-19,1.20, -0.28, 5.68, 2.2, 1.54, 11.43, fanet,
2010-11-20,-0.94, 1.80, 1.75, 2.58, 2.11, 13.24, fanet,
2010-11-21,1.66, -0.45, 9.46, 2.36, 1.72, 12.15, fanet,
2010-11-22,-0.07, -0.54, 5.56, 2.33, 1.67, 11.83, fanet,
2010-11-23,1.00, 0.28, 7.59, 2.17, 1.6, 11.05, fanet,
2010-11-24,0.47, -0.52, 8.18, 2.25, 1.58, 11.54, fanet,
2010-11-25,1.35, -0.80, 8.45, 1.98, 1.42, 10.41, fanet,
2010-11-26,-1.12, -0.84, 9.74, 1.98, 1.4, 10.37, fanet,
2010-11-27,2.97, 1.12, 15.43, 2.22, 1.66, 11.13, fanet,
2010-11-28,1.23, 3.17, 9.26, 2.12, 1.52, 11.18, fanet,
2010-11-29,-1.58, -0.61, 4.23, 2.05, 1.44, 10.52, fanet,
2010-11-30,-0.12, 0.10, 3.28, 1.91, 1.38, 10.06, fanet,
2010-12-01,-1.36, 0.28, 5.00, 2.05, 1.47, 10.45, fanet,
2010-12-02,-0.39, -0.85, 1.20, 1.95, 1.42, 10.42, fanet,
2010-12-03,-0.13, -0.39, 0.17, 2.01, 1.41, 10.72, fanet,
2010-12-04,0.69, -0.51, -8.88, 1.97, 1.44, 10.18, fanet,
2010-12-05,0.75, -1.17, -13.21, 1.95, 1.42, 10.48, fanet,
2010-12-06,-1.81, 0.16, -6.64, 2.08, 1.53, 10.71, fanet,
2010-12-07,0.23, -0.18, -12.49, 2.23, 1.6, 11.61, fanet,
2010-12-08,2.16, -1.43, -1.49, 2.07, 1.45, 10.57, fanet,
2010-12-09,2.76, 0.24, -10.88, 1.93, 1.38, 10.1, fanet,
2010-12-10,4.57, 2.39, 6.97, 2, 1.5, 10.86, fanet,
2010-12-11,4.76, 0.38, 0.54, 2.02, 1.42, 10.59, fanet,
2010-12-12,-1.99, 0.25, -11.17, 2.21, 1.71, 11.84, fanet,
2010-12-13,0.18, -2.26, -8.66, 2.48, 1.82, 12.63, fanet,
2010-12-14,2.10, -0.26, 0.19, 2.67, 2.01, 13.65, fanet,
2010-12-15,0.09, -3.16, -6.45, 2.49, 1.97, 12.86, fanet,
2010-12-16,1.13, -0.74, 4.43, 2.22, 1.58, 11.39, fanet,
2010-12-17,-0.09, 0.12, 3.28, 2.35, 1.66, 11.95, fanet,
2010-12-18,0.09, 0.13, 2.43, 2.12, 1.48, 10.86, fanet,
2010-12-19,-0.98, -0.61, 3.66, 2.01, 1.47, 10.59, fanet,
2010-12-20,-1.43, -0.03, -0.46, 2.19, 1.58, 11.38, fanet,
2010-12-21,0.29, -0.38, -1.64, 2.09, 1.52, 11.2, fanet,
2010-12-22,-0.27, -1.20, -2.64, 1.99, 1.44, 10.36, fanet,
2010-12-23,-1.22, -0.84, -2.51, 2.09, 1.52, 10.69, fanet,
2010-12-24,-0.99, -0.65, -2.95, 2.21, 1.53, 11.25, fanet,
2010-12-25,-0.46, -1.85, -5.73, 2.1, 1.54, 10.88, fanet,
2010-12-26,0.39, -0.51, -2.41, 2, 1.41, 10.59, fanet,
2010-12-27,-0.37, -0.84, -0.61, 1.99, 1.47, 10.46, fanet,
2010-12-28,0.46, -1.36, -3.71, 2.12, 1.56, 10.86, fanet,
2010-12-29,-0.14, -0.47, -0.84, 2.16, 1.52, 10.77, fanet,
2010-12-30,-0.48, -1.61, 0.60, 2.19, 1.56, 11.43, fanet,
2010-12-31,0.48, -1.19, -2.79, 2.12, 1.5, 10.86, fanet,
2011-01-11,0.59, -1.29, -4.95, 2.59, 1.98, 13.26, fanet,
2011-01-12,-0.79, -1.05, 2.25, 2.18, 1.48, 11.29, fanet,
2011-01-13,-0.42, -1.87, -3.80, 2.2, 1.56, 11.2, fanet,
2011-01-14,-0.50, -1.26, -4.11, 2.18, 1.56, 11.45, fanet,
2011-01-15,-0.98, -0.65, -4.63, 2.13, 1.51, 10.86, fanet,
2011-01-16,-0.93, -0.66, -7.39, 2.12, 1.56, 10.97, fanet,
2011-01-17,-1.22, -0.61, -1.78, 2.09, 1.5, 10.64, fanet,
2011-01-18,-0.48, -1.06, -1.61, 2.08, 1.54, 10.92, fanet,
2011-01-19,-2.95, -0.56, 1.34, 2.18, 1.63, 11.23, fanet,
2011-01-20,-0.79, -1.60, -0.55, 2.09, 1.49, 10.72, fanet,
2011-01-21,2.02, 2.40, -0.17, 2.08, 1.47, 10.7, fanet,
2011-01-22,1.49, 0.49, -0.44, 2, 1.4, 10.4, fanet,
2011-01-23,-0.73, -1.18, 4.06, 1.94, 1.38, 10.09, fanet,
2011-01-24,-0.48, -0.83, 3.37, 2.07, 1.48, 10.45, fanet,
2011-01-25,0.05, -0.38, -6.00, 2.07, 1.46, 10.55, fanet,
2011-01-26,-0.36, -1.28, 0.54, 2.18, 1.55, 11.71, fanet,
2011-01-27,-0.37, -0.73, -0.14, 1.99, 1.47, 10.58, fanet,
2011-01-28,2.13, 0.51, -2.61, 2.11, 1.54, 11.24, fanet,
2011-01-29,0.21, -2.08, -2.05, 1.91, 1.41, 10.01, fanet,
2011-01-30,0.42, -0.85, -3.10, 1.88, 1.35, 9.85, fanet,
2011-01-31,-0.46, -0.70, 6.18, 2, 1.5, 10.33, fanet,
2011-02-01,-0.47, -0.30, 4.09, 2.15, 1.63, 11.33, fanet,
2011-02-02,0.73, -1.47, 4.26, 2.19, 1.57, 11.29, fanet,
2011-02-03,0.20, -0.57, 0.75, 1.87, 1.34, 9.72, fanet,
2011-02-04,-0.01, -1.03, 5.33, 2.26, 1.64, 11.45, fanet,
2011-02-05,0.61, 0.52, 3.48, 2.41, 1.7, 12.65, fanet,
2011-02-06,1.07, -0.91, -5.82, 2.49, 1.81, 12.54, fanet,
2011-02-07,1.65, -0.02, 2.59, 2.04, 1.45, 10.83, fanet,
2011-02-08,-0.47, -0.92, 2.78, 2.22, 1.54, 11.39, fanet,
2011-02-09,-0.35, -0.91, 3.99, 1.98, 1.44, 10.7, fanet,
2011-02-10,-1.12, -0.30, 5.35, 2.22, 1.54, 11.5, fanet,
2011-02-11,0.78, -0.23, -0.04, 2.19, 1.61, 11.94, fanet,
2011-02-12,1.67, -0.35, -2.07, 2.02, 1.46, 10.63, fanet,
2011-02-13,-0.20, -1.06, 5.75, 2.06, 1.47, 10.99, fanet,
2011-02-14,-0.33, -0.61, 4.54, 2.2, 1.71, 11.65, fanet,
2011-02-15,-0.64, -0.87, 0.67, 2.13, 1.54, 11.2, fanet,
2011-02-16,0.25, -1.29, 0.62, 2.01, 1.39, 10.69, fanet,
2011-02-17,-0.82, -0.54, 8.45, 1.99, 1.42, 10.51, fanet,
2011-02-18,-1.72, -1.10, 16.26, 2.36, 1.72, 12.71, fanet,
2011-02-19,-1.48, -1.71, 10.77, 2.5, 1.87, 13.05, fanet,
2011-02-20,-0.52, -2.69, 0.62, 2.62, 1.9, 13.15, fanet,
2011-02-21,0.44, -0.05, 3.43, 2.04, 1.46, 10.6, fanet,
2011-02-22,-0.31, -2.04, 10.60, 2.43, 1.81, 12.3, fanet,
2011-02-23,2.39, -0.77, -4.24, 2.15, 1.58, 11.62, fanet,
2011-02-24,0.83, -0.68, 9.06, 1.92, 1.38, 9.98, fanet,
2011-02-25,-0.95, 0.51, 8.07, 2.18, 1.57, 11.17, fanet,
2011-02-26,1.25, -0.90, 6.57, 2.17, 1.58, 11.38, fanet,
2011-02-27,-0.04, -0.17, 3.57, 1.97, 1.41, 10.1, fanet,
2011-02-28,1.02, -0.94, 4.46, 2.06, 1.5, 10.68, fanet,
2011-03-01,0.99, -0.55, -12.88, 2.63, 2.03, 13.71, fanet,
2011-03-02,-0.28, -1.29, 9.42, 2.18, 1.62, 11.42, fanet,
2011-03-03,-0.59, -0.32, 9.17, 2.4, 1.76, 12.29, fanet,
2011-03-04,-1.05, -0.41, 16.17, 2.58, 1.76, 13.01, fanet,
2011-03-05,-0.88, -0.89, 5.88, 2.15, 1.66, 11.5, fanet,
2011-03-06,-0.94, -0.98, 16.76, 2.38, 1.72, 12.49, fanet,
2011-03-07,0.24, 0.76, 3.41, 2.37, 1.77, 12.42, fanet,
2011-03-08,1.74, 0.08, -0.43, 2.24, 1.66, 11.89, fanet,
2011-03-09,-0.17, -0.53, 11.50, 2.21, 1.59, 11.7, fanet,
2011-03-10,-0.99, -0.32, 6.29, 3.15, 2.2, 14.83, fanet,
2011-03-11,2.52, 0.22, 5.63, 2.42, 1.87, 12.46, fanet,
2011-03-12,-0.10, -0.43, 10.18, 2.2, 1.61, 11.59, fanet,
2011-03-13,-0.07, -0.42, 9.00, 2.4, 1.74, 12.54, fanet,
2011-03-14,0.67, -0.58, 16.71, 2.42, 1.71, 12.89, fanet,
2011-03-15,-0.88, -0.32, 11.10, 2.22, 1.57, 11.13, fanet,
2011-03-16,-0.01, -0.52, 4.51, 2.32, 1.69, 11.88, fanet,
2011-03-17,0.59, -2.80, -1.96, 2.72, 2.15, 13.57, fanet,
2011-03-18,0.44, 0.17, 8.72, 2.45, 1.87, 12.74, fanet,
2011-03-19,-0.56, 0.38, 4.96, 2.05, 1.48, 10.79, fanet,
2011-03-20,-0.95, -0.16, 18.82, 2.6, 2.01, 13.49, fanet,
2011-03-21,-1.38, -0.57, 8.98, 2.33, 1.76, 11.94, fanet,
2011-03-22,-1.27, -1.23, 3.62, 2.24, 1.63, 11.56, fanet,
2011-03-23,-0.33, -1.91, 2.47, 2.66, 1.97, 13.27, fanet,
2011-03-24,-0.06, -0.71, 6.83, 2.27, 1.79, 12, fanet,
2011-03-25,1.52, -0.49, -0.89, 2.27, 1.64, 11.83, fanet,
2011-03-26,2.38, 0.41, 5.92, 1.97, 1.44, 10.08, fanet,
2011-03-27,3.47, 2.63, 0.95, 2.22, 1.61, 11.52, fanet,
2011-03-28,-0.35, -1.14, -1.58, 2.19, 1.64, 11.19, fanet,
2011-03-29,-0.87, 0.58, 5.76, 2.23, 1.7, 11.53, fanet,
2011-03-30,0.04, -0.30, 11.74, 2.56, 1.74, 12.35, fanet,
2011-03-31,-0.31, 1.59, 7.69, 2.98, 2.19, 15.24, fanet,
2011-04-01,1.22, 1.80, 8.51, 3.29, 2.4, 17.06, fanet,
2011-04-02,-1.52, 0.40, 6.60, 2.95, 2.29, 14.71, fanet,
2011-04-03,-2.06, 1.72, 2.72, 2.74, 1.96, 13.49, fanet,
2011-04-04,0.70, 1.22, 5.79, 2.44, 1.81, 12.77, fanet,
2011-04-05,0.22, 1.50, 15.19, 2.22, 1.67, 11.54, fanet,
2011-04-06,0.82, -0.55, 16.34, 3.54, 2.55, 16.77, fanet,
2011-04-07,0.23, -0.37, 10.00, 2.66, 1.99, 12.97, fanet,
2011-04-08,-1.52, -1.28, 25.07, 2.6, 1.97, 13.55, fanet,
2011-04-09,-1.50, 1.23, 21.82, 2.48, 1.81, 12.28, fanet,
2011-04-10,-0.50, 1.01, 17.93, 2.28, 1.64, 11.48, fanet,
2011-04-11,0.03, 0.94, 12.04, 2.24, 1.7, 11.44, fanet,
2011-04-12,0.24, -0.66, 22.55, 2.85, 2.2, 14.1, fanet,
2011-04-13,-2.69, 0.49, 14.87, 2.34, 1.74, 11.73, fanet,
2011-04-14,-0.96, -0.90, 4.06, 2.06, 1.5, 10.9, fanet,
2011-04-15,0.44, 0.56, 0.36, 2.22, 1.6, 11.25, fanet,
2011-04-16,-0.38, 0.28, 2.01, 2.25, 1.62, 11.51, fanet,
2011-04-17,-0.19, -0.39, 10.15, 1.94, 1.44, 10.03, fanet,
2011-04-18,-0.60, -0.80, 15.48, 2.28, 1.67, 11.01, fanet,
2011-04-19,-1.16, -0.71, 12.03, 2.1, 1.56, 11.04, fanet,
2011-04-20,-0.22, 2.06, 19.16, 2.57, 1.89, 12.64, fanet,
2011-04-21,1.98, 2.09, 8.35, 2.09, 1.56, 11.23, fanet,
2011-04-22,1.38, 2.74, 15.66, 2.55, 2.04, 13.01, fanet,
2011-04-23,-0.11, 0.62, 10.53, 2.65, 1.89, 13.33, fanet,
2011-04-24,3.93, 1.55, 10.63, 3.05, 2.16, 14.8, fanet,
2011-04-25,1.96, 0.73, 19.88, 2.26, 1.66, 11.18, fanet,
2011-04-26,2.23, 1.45, 6.68, 2.06, 1.49, 10.3, fanet,
2011-04-27,-0.07, -0.26, 7.33, 1.97, 1.44, 10.17, fanet,
2011-04-28,-0.80, -0.06, 13.44, 2.61, 1.73, 13.01, fanet,
2011-04-29,-1.45, -0.36, 12.67, 2.51, 1.99, 12.84, fanet,
2011-04-30,-1.33, 1.14, 5.81, 3.19, 2.43, 16.89, fanet,
2011-05-01,-0.58, 0.46, 10.50, 3.23, 2.23, 15.86, fanet,
2011-05-02,0.29, 0.60, 10.74, 2.85, 2.15, 14.28, fanet,
2011-05-03,-0.39, -0.17, 12.60, 2.19, 1.61, 10.91, fanet,
2011-05-04,0.36, 0.68, 11.67, 2.09, 1.54, 10.85, fanet,
2011-05-05,0.24, 1.87, 8.22, 2.17, 1.62, 11.65, fanet,
2011-05-06,-0.47, 0.11, 6.86, 2.26, 1.63, 11.64, fanet,
2011-05-07,0.54, 0.33, 10.16, 2.23, 1.66, 10.96, fanet,
2011-05-08,-0.21, 0.15, 10.99, 1.98, 1.47, 10.17, fanet,
2011-05-09,0.37, -0.98, 12.91, 1.93, 1.41, 9.94, fanet,
2011-05-10,-0.16, 0.73, 5.06, 2.42, 1.77, 12.67, fanet,
2011-05-11,-0.33, 0.85, 4.03, 1.96, 1.42, 9.87, fanet,
2011-05-12,0.50, 0.32, 7.02, 1.98, 1.46, 10.04, fanet,
2011-05-13,0.66, -0.27, 8.31, 2.02, 1.45, 10.23, fanet,
2011-05-14,0.83, -0.46, 11.08, 2.15, 1.64, 11.12, fanet,
2011-05-15,0.05, 0.03, 18.43, 2.75, 2.03, 13.1, fanet,
2011-05-16,0.68, -0.50, 14.77, 2.32, 1.74, 11.78, fanet,
2011-05-17,-0.28, 0.48, 8.61, 2.25, 1.69, 11.61, fanet,
2011-05-18,-1.35, 0.28, 20.76, 1.93, 1.46, 9.98, fanet,
2011-05-19,-1.03, 0.68, 18.76, 1.98, 1.45, 10.13, fanet,
2011-05-20,1.02, -0.44, 15.26, 1.99, 1.44, 10.1, fanet,
2011-05-21,-0.49, 0.36, 13.64, 1.99, 1.48, 10.37, fanet,
2011-05-22,0.25, 0.54, 10.57, 2.2, 1.64, 11.43, fanet,
2011-05-23,-0.07, -0.84, 18.50, 2.02, 1.46, 10.29, fanet,
2011-05-24,1.60, 0.51, 14.07, 1.97, 1.45, 9.89, fanet,
2011-05-25,0.78, -0.48, 16.56, 1.97, 1.45, 10.14, fanet,
2011-05-26,-0.11, -0.18, 15.00, 1.92, 1.44, 10.08, fanet,
2011-05-27,0.29, 0.40, 17.27, 2.02, 1.5, 10.39, fanet,
2011-05-28,0.97, 0.14, 15.46, 2.29, 1.66, 11.52, fanet,
2011-05-29,-0.04, 0.81, 11.21, 2.06, 1.56, 10.69, fanet,
2011-05-30,-0.44, 0.08, 17.90, 1.96, 1.42, 9.99, fanet,
2011-05-31,-0.59, 0.67, 6.36, 2.09, 1.52, 10.5, fanet,
2011-06-01,-1.62, 1.02, 10.60, 2.06, 1.57, 10.5, fanet,
2011-06-02,0.71, 0.30, 8.07, 2.04, 1.53, 10.54, fanet,
2011-06-03,-0.35, -0.30, 7.32, 1.89, 1.39, 9.79, fanet,
2011-06-04,-1.31, -0.15, 10.26, 2.04, 1.49, 10.37, fanet,
2011-06-05,0.60, -0.33, 12.41, 2.11, 1.57, 10.84, fanet,
