PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, ANT14
4-character ID, BRIP
Station name, Brimstone_Peak  
Begin Date, 2007-12-14
End Date, 2018-02-06
Release Date, 2021-02-16
Source file, BRIP.cwu.ant14.pos
Offset from source file, 0.69 mm North, -0.28 mm East, 7.46 mm Vertical
Reference position, -75.7956695856 North Latitude, 158.4691447392 East Longitude, 2110.89066 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2008-11-12,4.48, 0.05, 9.71, 1.95, 1.47, 9.84, fanet,
2008-11-13,3.93, 3.10, 6.98, 1.93, 1.49, 9.82, fanet,
2008-11-14,1.09, 0.22, 9.60, 1.96, 1.47, 9.84, fanet,
2008-11-15,-0.57, -0.30, 9.04, 2.09, 1.55, 10.33, fanet,
2008-11-16,0.29, 1.46, 7.13, 2.11, 1.58, 10.46, fanet,
2008-11-17,0.29, 0.59, 5.46, 1.96, 1.46, 9.99, fanet,
2008-11-18,1.72, 0.53, -0.01, 1.96, 1.46, 9.95, fanet,
2008-11-19,5.08, 4.31, 8.43, 1.95, 1.47, 9.96, fanet,
2008-11-20,1.42, 1.41, 11.18, 2.06, 1.52, 10.45, fanet,
2008-11-21,1.04, 1.08, 4.82, 1.97, 1.5, 10.3, fanet,
2008-11-22,0.73, 1.32, 4.11, 2.04, 1.52, 10.45, fanet,
2008-11-23,0.36, 0.47, 7.91, 2.2, 1.64, 11.02, fanet,
2008-11-24,-0.26, 0.88, 13.16, 2.01, 1.53, 10.04, fanet,
2008-11-25,-1.48, 0.10, 10.52, 2.44, 1.86, 11.93, fanet,
2008-11-26,-1.52, 0.89, 8.61, 2.17, 1.69, 10.9, fanet,
2008-11-27,1.07, -0.31, 14.82, 2.09, 1.63, 10.77, fanet,
2008-11-28,0.04, 1.27, 11.46, 2.11, 1.58, 10.65, fanet,
2008-11-29,1.01, 0.16, 15.45, 2, 1.5, 10.1, fanet,
2008-11-30,0.13, 1.22, 5.58, 1.93, 1.49, 9.76, fanet,
2008-12-01,2.15, 1.76, 9.71, 1.91, 1.46, 9.63, fanet,
2008-12-02,0.26, 0.00, 14.09, 1.94, 1.46, 9.77, fanet,
2008-12-03,-0.11, 0.79, 15.83, 2.09, 1.59, 10.47, fanet,
2008-12-04,0.71, 0.35, 13.59, 2.1, 1.57, 10.28, fanet,
2008-12-05,-0.20, 1.28, 13.43, 2.06, 1.58, 10.43, fanet,
2008-12-06,-1.73, -0.12, 11.01, 2.13, 1.7, 10.71, fanet,
2008-12-07,-0.54, -0.14, 11.74, 2.09, 1.59, 10.47, fanet,
2008-12-08,0.80, 0.70, 20.17, 2.05, 1.53, 10.1, fanet,
2008-12-09,0.41, -0.28, 12.29, 1.95, 1.47, 9.91, fanet,
2008-12-10,3.10, 2.00, 8.94, 2.15, 1.66, 10.62, fanet,
2008-12-11,0.36, -0.06, 10.63, 2.11, 1.61, 10.48, fanet,
2008-12-12,-0.06, 0.45, 6.10, 2.23, 1.67, 10.95, fanet,
2008-12-13,0.44, -0.89, 6.68, 1.97, 1.48, 9.97, fanet,
2008-12-14,0.58, -0.46, 3.37, 2.08, 1.54, 10.5, fanet,
2008-12-15,-0.98, -0.31, 8.60, 2.08, 1.55, 10.51, fanet,
2008-12-16,-0.82, -0.28, 1.20, 2.05, 1.53, 10.3, fanet,
2008-12-17,-2.02, 0.03, 5.44, 2.11, 1.65, 10.81, fanet,
2008-12-18,0.74, -0.35, 0.88, 2.04, 1.5, 10.04, fanet,
2008-12-19,1.12, 0.06, 5.64, 2.06, 1.54, 10.41, fanet,
2008-12-20,-1.07, -0.55, 2.81, 1.96, 1.48, 10, fanet,
2008-12-21,-1.17, 0.12, 3.96, 1.96, 1.48, 9.96, fanet,
2008-12-22,-1.25, -0.14, 2.49, 2.08, 1.6, 10.51, fanet,
2008-12-23,-1.98, -0.72, 5.06, 2.27, 1.76, 11.65, fanet,
2008-12-24,-0.27, -1.19, -0.98, 2.19, 1.7, 10.99, fanet,
2008-12-25,-0.68, -1.28, -4.35, 2.12, 1.57, 10.46, fanet,
2008-12-26,-0.59, -1.19, -8.14, 2.06, 1.55, 10.56, fanet,
2008-12-27,-1.19, -1.45, 6.62, 1.95, 1.47, 10.14, fanet,
2008-12-28,-2.17, -0.16, 1.93, 1.99, 1.53, 10.16, fanet,
2008-12-29,-1.68, 0.15, -0.62, 1.99, 1.49, 10.07, fanet,
2008-12-30,-0.80, -0.41, -1.99, 2, 1.49, 10.1, fanet,
2008-12-31,-2.49, -0.61, 6.10, 2.52, 1.82, 12.75, fanet,
2009-01-01,0.10, -1.04, 2.19, 2.05, 1.54, 10.32, fanet,
2009-01-02,-0.83, -0.02, 2.17, 2.11, 1.61, 10.37, fanet,
2009-01-03,-1.17, 0.24, 0.42, 2.31, 1.78, 11.86, fanet,
2009-01-04,-1.45, -0.23, 0.71, 2.14, 1.59, 10.85, fanet,
2009-01-05,0.98, -0.34, -1.60, 2.2, 1.59, 10.72, fanet,
2009-01-06,-2.17, -0.37, 7.32, 1.99, 1.49, 10.05, fanet,
2009-01-07,-0.27, 0.14, -4.29, 1.98, 1.47, 9.98, fanet,
2009-01-08,0.92, -0.28, -2.43, 2.12, 1.71, 10.84, fanet,
2009-01-09,-1.31, -0.11, 4.97, 2.13, 1.72, 10.98, fanet,
2009-01-10,0.04, -0.03, 7.75, 2.05, 1.52, 10.65, fanet,
2009-01-11,-1.39, -0.71, 2.91, 1.98, 1.5, 10.18, fanet,
2009-01-12,0.06, -0.07, 9.88, 2.03, 1.53, 10.32, fanet,
2009-01-13,-0.60, 0.33, 7.27, 2.18, 1.65, 11.09, fanet,
2009-01-14,-0.37, 0.01, 10.46, 2.15, 1.64, 10.79, fanet,
2009-01-15,-0.83, 0.08, 3.99, 2.03, 1.53, 10.25, fanet,
2009-01-16,-0.99, 0.56, 4.28, 1.95, 1.47, 9.94, fanet,
2009-01-17,-0.12, 0.65, 6.34, 2.17, 1.66, 11.15, fanet,
2009-01-18,1.78, 1.95, 11.40, 2.07, 1.6, 10.79, fanet,
2009-01-19,-0.11, 0.39, 8.34, 2.21, 1.67, 11.15, fanet,
2009-01-20,-0.79, 0.20, 4.57, 2.02, 1.54, 10.65, fanet,
2009-01-21,-1.29, -0.57, 0.91, 1.96, 1.51, 9.98, fanet,
2009-01-22,0.08, -0.87, 10.29, 1.95, 1.49, 9.99, fanet,
2009-01-23,0.96, -0.75, 5.75, 2, 1.51, 10.36, fanet,
2009-01-24,-1.61, -1.79, 7.34, 1.99, 1.46, 10.02, fanet,
2009-01-25,-1.60, -0.93, 7.03, 2.01, 1.49, 10.27, fanet,
2009-01-26,-0.99, -0.90, 7.50, 2.11, 1.6, 10.56, fanet,
2009-01-27,-1.71, -0.11, 8.75, 1.96, 1.47, 9.99, fanet,
2009-01-28,-0.68, -0.72, 11.09, 1.99, 1.5, 10.15, fanet,
2009-01-29,-0.21, -0.37, 4.01, 1.97, 1.48, 10.08, fanet,
2009-01-30,-1.45, -0.04, 11.24, 2.06, 1.52, 10.51, fanet,
2009-01-31,-0.45, -0.75, 8.81, 2.09, 1.59, 10.41, fanet,
2009-02-01,-0.94, 0.39, 5.75, 1.92, 1.44, 9.83, fanet,
2009-02-02,0.30, -0.14, 1.68, 1.9, 1.47, 9.88, fanet,
2009-02-03,0.20, -1.08, 2.82, 2.09, 1.63, 10.96, fanet,
2009-02-04,-1.62, -0.01, 6.99, 2.06, 1.58, 10.55, fanet,
2009-02-05,-1.01, 0.61, 3.51, 2.13, 1.61, 10.81, fanet,
2009-02-06,0.22, 0.30, 7.37, 2.01, 1.49, 10.03, fanet,
2009-02-07,-1.41, 0.60, 13.95, 1.96, 1.49, 10.23, fanet,
2009-02-08,0.97, 0.36, 11.65, 1.96, 1.5, 10.09, fanet,
2009-02-09,-1.04, -1.05, 16.91, 1.94, 1.51, 10.1, fanet,
2009-02-10,1.11, -2.73, 9.79, 2.01, 1.48, 10.24, fanet,
2009-02-11,0.78, -2.65, 11.90, 2, 1.52, 10.31, fanet,
2009-02-12,0.23, -1.69, 12.76, 2.04, 1.59, 10.44, fanet,
2009-02-13,-2.56, 0.09, 15.39, 2.02, 1.5, 10.19, fanet,
2009-02-14,-2.40, 0.71, 17.73, 2.16, 1.7, 11.05, fanet,
2009-02-15,-1.15, -0.94, 15.68, 2.06, 1.54, 10.75, fanet,
2009-02-16,-1.41, -0.71, 16.73, 2.04, 1.59, 10.64, fanet,
2009-02-17,-1.14, 0.48, 5.94, 2.09, 1.59, 10.72, fanet,
2009-02-18,-1.58, -0.57, 6.79, 1.95, 1.51, 10.34, fanet,
2009-02-19,-0.04, -0.61, 4.38, 1.94, 1.48, 9.89, fanet,
2009-02-20,2.77, 1.41, 10.17, 1.96, 1.52, 9.97, fanet,
2009-02-21,-0.78, 3.00, 23.29, 2.05, 1.53, 10.34, fanet,
2009-02-22,-0.67, 0.09, 15.64, 2.04, 1.51, 10.34, fanet,
2009-02-23,-1.38, -0.58, 6.42, 2.07, 1.67, 10.65, fanet,
2009-02-24,1.82, 1.34, 17.45, 2.02, 1.56, 10.38, fanet,
2009-02-25,-1.40, -0.10, 15.10, 1.97, 1.52, 10.1, fanet,
2009-02-26,-0.36, 0.11, 14.22, 2.02, 1.52, 10.17, fanet,
2009-02-27,-1.07, 0.86, 14.26, 2.12, 1.59, 10.64, fanet,
2009-02-28,0.35, 0.29, 7.16, 1.95, 1.47, 10, fanet,
2009-03-01,-0.23, -0.96, 11.41, 1.91, 1.45, 9.75, fanet,
2009-03-02,-0.33, 0.26, 15.14, 1.93, 1.47, 9.9, fanet,
2009-03-03,0.33, -0.98, 13.56, 2.05, 1.58, 10.27, fanet,
2009-03-04,-0.67, 0.40, 15.19, 2.01, 1.56, 10.42, fanet,
2009-03-05,-0.32, 0.51, 14.06, 1.93, 1.45, 9.91, fanet,
2009-03-06,0.28, 0.46, 5.32, 1.98, 1.48, 10.05, fanet,
2009-03-07,-0.02, -0.20, 5.32, 1.92, 1.46, 9.9, fanet,
2009-03-08,0.29, -0.37, 5.26, 1.97, 1.48, 9.92, fanet,
2009-03-09,1.30, 0.00, 6.99, 1.89, 1.44, 9.69, fanet,
2009-03-10,-0.81, -0.03, 14.48, 1.94, 1.48, 9.93, fanet,
2009-03-11,1.67, -0.72, 10.89, 1.92, 1.47, 9.87, fanet,
2009-03-12,3.29, 2.96, 16.79, 2.12, 1.56, 10.69, fanet,
2009-03-13,-0.17, -0.55, 13.96, 1.97, 1.56, 10.34, fanet,
2009-03-14,1.07, 0.69, 10.85, 2, 1.55, 10.35, fanet,
2009-03-15,0.88, 0.23, 17.44, 1.94, 1.49, 9.98, fanet,
2009-03-16,-0.47, 0.80, 20.50, 1.97, 1.49, 9.94, fanet,
2009-03-17,-0.50, -0.23, 18.12, 1.94, 1.47, 9.95, fanet,
2009-03-18,0.20, 0.10, 8.12, 1.96, 1.47, 10.11, fanet,
2009-03-19,-0.31, -0.64, 2.40, 1.92, 1.47, 9.8, fanet,
2009-03-20,0.05, 0.94, -4.53, 1.96, 1.51, 10.03, fanet,
2009-03-21,1.46, 1.31, 2.29, 2.19, 1.69, 11.31, fanet,
2009-03-22,2.58, 2.14, 8.95, 2.01, 1.48, 10.25, fanet,
2009-03-23,-0.23, -0.16, 4.35, 1.97, 1.49, 10.04, fanet,
2009-03-24,0.10, -0.16, 10.47, 2.17, 1.61, 10.86, fanet,
2009-03-25,-0.11, -0.19, 13.43, 1.99, 1.56, 10.16, fanet,
2009-03-26,-0.68, 0.21, 12.90, 1.94, 1.48, 10.02, fanet,
2009-03-27,-0.20, 0.77, 13.48, 1.97, 1.5, 10.06, fanet,
2009-03-28,-1.55, 0.93, 8.33, 2.09, 1.59, 10.73, fanet,
2009-03-29,-1.03, -0.33, 8.80, 1.98, 1.52, 9.94, fanet,
2009-03-30,-1.07, -1.50, 1.90, 1.92, 1.45, 10.11, fanet,
2009-03-31,0.46, 0.96, 8.47, 1.96, 1.48, 9.94, fanet,
2009-04-01,0.54, 1.55, 11.55, 2.02, 1.55, 10.31, fanet,
2009-04-02,-0.53, 0.62, 9.07, 1.96, 1.5, 10.14, fanet,
2009-04-03,-1.97, 0.59, 11.82, 1.95, 1.48, 10.13, fanet,
2009-04-04,-0.23, 0.39, 3.14, 1.92, 1.46, 9.76, fanet,
2009-04-05,1.02, 0.14, 2.60, 2.01, 1.5, 10.08, fanet,
2009-04-06,-0.38, -0.59, 7.33, 1.98, 1.49, 10.06, fanet,
2009-04-07,-0.05, 0.85, 9.24, 1.93, 1.48, 9.91, fanet,
2009-04-08,-1.67, 1.00, 12.00, 1.95, 1.46, 10.01, fanet,
2009-04-09,-0.74, 0.20, 6.64, 2.18, 1.67, 11.16, fanet,
2009-04-10,-0.03, 0.19, 14.07, 1.96, 1.49, 9.96, fanet,
2009-04-11,0.29, 0.55, 13.42, 1.95, 1.48, 9.9, fanet,
2009-04-12,-0.19, 1.15, 14.54, 2.04, 1.56, 10.42, fanet,
2009-04-13,-0.43, 0.50, 9.68, 1.95, 1.45, 9.97, fanet,
2009-04-14,-1.44, 0.57, 15.96, 1.92, 1.5, 9.84, fanet,
2009-04-15,0.01, 0.13, 10.90, 1.92, 1.46, 9.84, fanet,
2009-04-16,0.21, -0.44, 3.57, 2.09, 1.57, 10.57, fanet,
2009-04-17,-1.04, 0.87, 8.90, 2.12, 1.63, 10.63, fanet,
2009-04-18,-0.67, 0.76, 3.95, 1.94, 1.5, 9.98, fanet,
2009-04-19,-0.71, 0.39, 5.98, 1.93, 1.47, 9.92, fanet,
2009-04-20,-1.60, -0.31, 5.07, 1.92, 1.47, 9.89, fanet,
2009-04-21,-0.96, 0.65, 6.34, 1.89, 1.45, 9.72, fanet,
2009-04-22,-1.13, 0.17, 8.69, 1.94, 1.47, 9.93, fanet,
2009-04-23,-1.68, 0.81, 7.70, 1.95, 1.47, 10.03, fanet,
2009-04-24,-1.34, 0.06, 13.39, 2.06, 1.62, 10.71, fanet,
2009-04-25,-0.99, -0.25, 9.74, 1.95, 1.52, 10.21, fanet,
2009-04-26,-0.36, 0.06, 8.40, 1.87, 1.45, 9.71, fanet,
2009-04-27,-0.48, -0.13, 9.78, 1.89, 1.45, 9.9, fanet,
2009-04-28,-2.32, -0.17, 12.85, 1.98, 1.5, 10.19, fanet,
2009-04-29,-1.14, -0.78, 6.74, 2.09, 1.58, 10.72, fanet,
2009-04-30,-2.04, -1.14, 10.38, 1.99, 1.53, 10.29, fanet,
2009-05-01,-1.20, -0.75, 2.39, 1.96, 1.52, 10.04, fanet,
2009-05-02,-1.86, -1.14, 1.88, 1.98, 1.54, 10.18, fanet,
2009-05-03,0.05, 0.83, 3.03, 1.98, 1.52, 10.28, fanet,
2009-05-04,-0.31, 0.75, 4.61, 2.02, 1.51, 10.39, fanet,
2009-05-05,-0.86, -0.07, 6.71, 1.94, 1.51, 10.18, fanet,
2009-05-06,-0.65, -0.08, 12.70, 1.98, 1.52, 10.31, fanet,
2009-05-07,0.37, -0.15, 5.09, 1.91, 1.48, 10.02, fanet,
2009-05-08,0.29, -0.73, 8.99, 2, 1.54, 10.29, fanet,
2009-05-09,-1.19, -0.25, 17.48, 2.04, 1.56, 10.47, fanet,
2009-05-10,-0.22, 0.18, 9.69, 2.04, 1.52, 10.56, fanet,
2009-05-11,1.49, 1.14, 16.68, 2.02, 1.52, 10.52, fanet,
2009-05-12,-0.40, 0.47, 15.11, 1.96, 1.51, 10.23, fanet,
2009-05-13,1.00, 0.82, 9.67, 1.95, 1.51, 10.02, fanet,
2009-05-14,2.10, -0.44, 21.84, 1.96, 1.49, 10.15, fanet,
2009-05-15,1.44, 1.05, 12.63, 2.01, 1.52, 10.41, fanet,
2009-05-16,-0.84, -0.75, 11.46, 2.05, 1.58, 10.56, fanet,
2009-05-17,-0.75, 1.08, 7.17, 2.01, 1.53, 10.43, fanet,
2009-05-18,0.63, 0.92, 2.49, 2.03, 1.55, 10.63, fanet,
2009-05-19,1.50, 0.91, 16.01, 1.92, 1.52, 9.9, fanet,
2009-05-20,-0.30, -0.51, 16.37, 1.96, 1.5, 10.02, fanet,
2009-05-21,-0.29, 0.39, 12.40, 2.01, 1.57, 10.31, fanet,
2009-05-22,-0.55, -0.16, 11.08, 2.01, 1.52, 10.4, fanet,
2009-05-23,0.71, -0.23, 8.80, 1.99, 1.52, 10.22, fanet,
2009-05-24,1.18, 0.10, 3.48, 2.02, 1.56, 10.33, fanet,
2009-05-25,0.64, -0.79, 4.68, 2.03, 1.55, 10.29, fanet,
2009-05-26,0.60, -1.14, 5.03, 1.93, 1.48, 9.95, fanet,
2009-05-27,-0.94, -0.67, 11.69, 2, 1.52, 10.42, fanet,
2009-05-28,-1.54, -0.60, 14.59, 1.95, 1.49, 10.21, fanet,
2009-05-29,0.33, -0.34, 7.51, 2.01, 1.52, 10.47, fanet,
2009-05-30,1.93, -0.13, 6.27, 2.02, 1.53, 10.61, fanet,
2009-05-31,2.18, -0.47, 4.85, 1.92, 1.49, 9.87, fanet,
2009-06-01,1.16, 0.74, 9.08, 1.95, 1.5, 10.21, fanet,
2009-06-02,-0.57, 0.29, 11.00, 1.92, 1.48, 9.94, fanet,
2009-06-03,0.08, -0.28, 6.43, 1.97, 1.52, 10.02, fanet,
2009-06-04,0.08, -1.10, 5.17, 1.93, 1.51, 9.94, fanet,
2009-06-05,0.40, 0.13, 4.58, 1.9, 1.46, 9.75, fanet,
2009-06-06,0.45, -0.21, 14.16, 1.98, 1.52, 10.15, fanet,
2009-06-07,0.71, 0.31, 13.57, 1.96, 1.5, 10.27, fanet,
2009-06-08,0.67, 1.11, 14.67, 1.97, 1.5, 10.12, fanet,
2009-06-09,1.87, 0.47, 13.87, 1.96, 1.49, 10.11, fanet,
2009-06-10,0.85, -0.19, 7.13, 1.9, 1.46, 9.77, fanet,
2009-06-11,0.82, -0.37, 8.94, 1.87, 1.45, 9.67, fanet,
2009-06-12,0.57, 0.02, 14.54, 1.88, 1.46, 9.7, fanet,
2009-06-13,1.99, 0.10, 6.67, 1.91, 1.48, 9.92, fanet,
2009-06-14,3.30, 0.89, 14.08, 1.93, 1.46, 9.98, fanet,
2009-06-15,1.77, 0.75, 4.99, 1.9, 1.46, 9.78, fanet,
2009-06-16,1.01, -0.09, 8.17, 1.88, 1.45, 9.71, fanet,
2009-06-17,1.29, -0.37, 13.53, 1.92, 1.46, 9.8, fanet,
2009-06-18,0.04, -0.06, 9.49, 1.89, 1.48, 9.81, fanet,
2009-06-19,1.14, 0.99, 9.14, 1.91, 1.48, 9.89, fanet,
2009-06-20,2.61, 1.08, 4.91, 1.88, 1.45, 9.67, fanet,
2009-06-21,1.17, 0.03, 8.09, 1.93, 1.47, 9.97, fanet,
2009-06-22,1.52, 0.19, 9.06, 1.88, 1.44, 9.65, fanet,
2009-06-23,-1.11, 0.47, 7.98, 1.9, 1.48, 9.83, fanet,
2009-06-24,-1.11, 0.23, 6.76, 1.91, 1.47, 9.89, fanet,
2009-06-25,-0.49, -0.22, 0.46, 1.91, 1.48, 9.86, fanet,
2009-06-26,0.51, -0.31, -1.17, 1.89, 1.45, 9.76, fanet,
2009-06-27,0.79, 0.33, 1.60, 1.96, 1.48, 10.18, fanet,
2009-06-28,0.02, 0.28, -2.68, 1.93, 1.48, 10.05, fanet,
2009-06-29,0.08, 0.63, -8.65, 1.94, 1.49, 10.15, fanet,
2009-06-30,-0.46, 0.35, -3.63, 1.93, 1.49, 10.06, fanet,
2009-07-01,1.42, 2.15, -4.58, 1.91, 1.48, 9.98, fanet,
2009-07-02,3.23, 1.00, 0.36, 1.88, 1.45, 9.71, fanet,
2009-07-03,2.14, 0.35, 10.99, 1.94, 1.48, 10.02, fanet,
2009-07-04,2.01, 0.34, 10.16, 1.94, 1.51, 9.93, fanet,
2009-07-05,2.03, 1.74, 12.70, 1.93, 1.49, 9.94, fanet,
2009-07-06,-0.61, 0.09, 9.22, 1.95, 1.52, 9.95, fanet,
2009-07-07,-0.49, 1.05, 7.60, 1.89, 1.49, 9.83, fanet,
2009-07-08,-0.47, 0.33, 5.43, 1.89, 1.45, 9.73, fanet,
2009-07-09,-0.12, 0.93, 4.26, 1.93, 1.46, 9.96, fanet,
2009-07-10,2.02, 1.66, 6.82, 1.93, 1.49, 9.94, fanet,
2009-07-11,2.72, 3.71, 20.20, 1.95, 1.51, 9.98, fanet,
2009-07-12,-0.60, 0.10, 10.14, 1.89, 1.48, 9.77, fanet,
2009-07-13,-0.30, 0.16, 0.34, 1.92, 1.51, 9.82, fanet,
2009-07-14,-0.99, -0.90, 4.39, 1.96, 1.52, 10, fanet,
2009-07-15,-0.08, 0.50, 7.30, 1.92, 1.47, 9.85, fanet,
2009-07-16,-1.98, 1.23, 10.39, 1.94, 1.52, 9.97, fanet,
2009-07-17,-1.00, 0.43, 15.54, 1.91, 1.49, 9.86, fanet,
2009-07-18,-1.02, -0.60, 11.82, 1.88, 1.48, 9.71, fanet,
2009-07-19,-1.22, 2.16, 13.85, 1.91, 1.5, 9.72, fanet,
2009-07-20,-1.79, 0.75, 8.85, 1.91, 1.48, 9.82, fanet,
2009-07-21,-2.79, 1.80, 12.73, 1.89, 1.49, 9.8, fanet,
2009-07-22,-0.83, 1.70, 1.21, 1.91, 1.53, 9.94, fanet,
2009-07-23,-1.76, 1.31, 12.46, 1.92, 1.5, 9.91, fanet,
2009-07-24,-1.31, 1.41, 12.14, 2.05, 1.59, 10.42, fanet,
2009-07-25,-0.87, 0.95, 6.91, 2, 1.52, 10.21, fanet,
2009-07-26,-1.22, 1.71, 6.17, 1.96, 1.49, 10.1, fanet,
2009-07-27,-0.86, 1.29, 2.58, 1.95, 1.52, 9.99, fanet,
2009-07-28,-1.08, 0.23, 3.03, 1.91, 1.48, 9.84, fanet,
2009-07-29,0.87, 0.65, 3.46, 1.9, 1.48, 9.8, fanet,
2009-07-30,-0.59, -0.44, 1.34, 1.94, 1.52, 9.94, fanet,
2009-07-31,-0.13, 0.28, 4.43, 1.88, 1.46, 9.63, fanet,
2009-08-01,-1.11, 0.03, 6.32, 1.88, 1.47, 9.68, fanet,
2009-08-02,-0.81, 0.50, 2.81, 1.91, 1.47, 9.8, fanet,
2009-08-03,-0.59, 0.61, 4.19, 1.92, 1.49, 9.85, fanet,
2009-08-04,-1.47, 1.25, 0.54, 1.94, 1.54, 9.99, fanet,
2009-08-05,-0.53, 1.27, 2.85, 2.02, 1.55, 10.18, fanet,
2009-08-06,-0.75, 1.53, -0.27, 1.92, 1.5, 9.83, fanet,
2009-08-07,0.18, 0.89, 6.17, 1.92, 1.48, 9.87, fanet,
2009-08-08,-1.10, 1.08, 10.66, 1.93, 1.48, 9.82, fanet,
2009-08-09,0.73, 0.61, 17.94, 1.97, 1.54, 10.06, fanet,
2009-08-10,3.18, 0.39, 20.90, 1.91, 1.47, 9.76, fanet,
2009-08-11,2.33, 1.13, 14.43, 1.88, 1.46, 9.6, fanet,
2009-08-12,0.84, 0.14, 12.50, 1.89, 1.46, 9.66, fanet,
2009-08-13,0.90, -0.12, -5.22, 1.94, 1.48, 9.94, fanet,
2009-08-14,0.13, -0.95, -2.50, 1.94, 1.49, 9.92, fanet,
2009-08-15,0.99, -0.53, 0.68, 1.95, 1.49, 10.01, fanet,
2009-08-16,-0.60, 0.32, 1.41, 1.89, 1.47, 9.72, fanet,
2009-08-17,0.90, 0.81, -0.41, 1.89, 1.46, 9.72, fanet,
2009-08-18,0.30, 0.93, 5.23, 1.92, 1.47, 9.79, fanet,
2009-08-19,-0.57, 1.30, 12.21, 1.99, 1.55, 10.19, fanet,
2009-08-20,2.97, 1.76, 17.31, 1.99, 1.52, 10.21, fanet,
2009-08-21,2.74, 1.62, 9.46, 1.95, 1.51, 10.22, fanet,
2009-08-22,4.43, 1.05, 10.17, 1.97, 1.53, 10.2, fanet,
2009-08-23,4.68, 1.66, 8.37, 1.96, 1.5, 10.05, fanet,
2009-08-24,1.38, 0.34, 6.00, 1.96, 1.51, 10.2, fanet,
2009-08-25,2.35, -0.16, 8.16, 2.01, 1.51, 10.44, fanet,
2009-08-26,1.51, 1.32, 0.97, 2.02, 1.53, 10.42, fanet,
2009-08-27,1.64, 0.13, 7.25, 1.94, 1.51, 10.07, fanet,
2009-08-28,0.71, 1.75, 2.21, 1.92, 1.45, 9.96, fanet,
2009-08-29,0.65, 0.51, 6.59, 1.91, 1.45, 9.93, fanet,
2009-08-30,-0.25, -0.05, 10.37, 2.05, 1.56, 10.6, fanet,
2009-08-31,1.21, -0.61, 5.63, 1.92, 1.45, 10.07, fanet,
2009-09-01,0.89, -0.50, 3.55, 1.93, 1.47, 10.13, fanet,
2009-09-02,0.80, 0.02, 0.39, 1.91, 1.46, 9.97, fanet,
2009-09-03,1.56, -0.07, 2.28, 1.91, 1.46, 10.01, fanet,
2009-09-04,1.45, -1.61, 4.37, 1.96, 1.48, 10.21, fanet,
2009-09-05,2.22, 0.17, 7.34, 1.96, 1.51, 10.26, fanet,
2009-09-06,4.48, 2.00, 17.39, 2, 1.52, 10.4, fanet,
2009-09-07,2.36, 0.12, 6.13, 1.97, 1.49, 10.42, fanet,
2009-09-08,4.59, 0.93, 7.69, 1.89, 1.46, 9.84, fanet,
2009-09-09,1.85, -0.25, 11.99, 1.88, 1.45, 9.94, fanet,
2009-09-10,4.19, 2.28, 11.46, 1.96, 1.48, 10.1, fanet,
2009-09-11,2.52, -1.08, 10.04, 1.94, 1.49, 10.16, fanet,
2009-09-12,3.08, 1.30, 1.61, 1.94, 1.47, 10.06, fanet,
2009-09-13,1.57, 1.51, 5.13, 1.93, 1.47, 10.03, fanet,
2009-09-14,4.94, 2.09, 2.20, 1.89, 1.46, 9.84, fanet,
2009-09-15,1.16, 0.57, 6.89, 1.92, 1.47, 9.87, fanet,
2009-09-16,0.37, -0.79, 5.08, 1.97, 1.5, 10.08, fanet,
2009-09-17,1.19, -0.69, 8.26, 1.96, 1.5, 10.14, fanet,
2009-09-18,0.63, -0.19, 6.24, 1.97, 1.51, 10.36, fanet,
2009-09-19,0.27, 0.14, 1.21, 1.87, 1.45, 9.65, fanet,
2009-09-20,-0.39, -0.57, 2.06, 1.91, 1.48, 9.95, fanet,
2009-09-21,0.18, -0.45, -0.29, 1.95, 1.5, 10.05, fanet,
2009-09-22,0.74, 0.53, -1.57, 1.97, 1.52, 10.09, fanet,
2009-09-23,1.36, 0.00, 1.57, 1.96, 1.52, 10.16, fanet,
2009-09-24,0.20, -0.20, -1.10, 1.91, 1.46, 9.86, fanet,
2009-09-25,0.83, -0.56, 3.44, 1.96, 1.52, 10.02, fanet,
2009-09-26,4.56, 1.14, 5.43, 1.96, 1.53, 10.16, fanet,
2009-09-27,3.04, 0.37, 12.38, 1.91, 1.48, 9.83, fanet,
2009-09-28,0.69, -0.89, 18.52, 2.01, 1.56, 10.39, fanet,
2009-09-29,0.64, -0.36, 21.68, 2.02, 1.52, 10.28, fanet,
2009-09-30,0.27, -0.33, 16.37, 2.05, 1.57, 10.42, fanet,
2009-10-01,0.33, 0.14, 6.91, 1.91, 1.49, 9.88, fanet,
2009-10-02,-0.51, 0.26, 12.54, 2.01, 1.53, 10.53, fanet,
2009-10-03,1.10, 0.81, 14.58, 1.97, 1.49, 10.02, fanet,
2009-10-04,0.52, 0.27, 18.73, 2.11, 1.61, 10.66, fanet,
2009-10-05,1.55, -0.37, 11.28, 1.99, 1.5, 10.19, fanet,
2009-10-06,0.59, -0.60, 11.98, 1.98, 1.52, 10.3, fanet,
2009-10-07,0.90, 0.27, 6.11, 1.87, 1.45, 9.92, fanet,
2009-10-08,3.21, 2.08, 10.66, 1.98, 1.55, 10.14, fanet,
